Airport.Code,Airport.Name,Time.Label,Time.Month,Time.Month Name,Time.Year,Statistics.# of Delays.Carrier,Statistics.# of Delays.Late Aircraft,Statistics.# of Delays.National Aviation System,Statistics.# of Delays.Security,Statistics.# of Delays.Weather,Statistics.Carriers.Names,Statistics.Carriers.Total,Statistics.Flights.Cancelled,Statistics.Flights.Delayed,Statistics.Flights.Diverted,Statistics.Flights.On Time,Statistics.Flights.Total,Statistics.Minutes Delayed.Carrier,Statistics.Minutes Delayed.Late Aircraft,Statistics.Minutes Delayed.National Aviation System,Statistics.Minutes Delayed.Security,Statistics.Minutes Delayed.Total,Statistics.Minutes Delayed.Weather
ORD,"Chicago, IL: O'Hare International",2023/12,12,December,2023,138,1719,1713,0,682,"JetBlue Airways,Sun Country Airlines,Delta Air Lines Inc.,Frontier Airlines Inc.,Southwest Airlines Co.,Allegiant Air,United Air Lines Inc.",7,52,5430,46,21048,26576,52735,58970,91506,1471,215501,10819
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",2009/09,9,September,2009,104,132,3301,25,581,"United Air Lines Inc.,Spirit Airlines Inc.,Sun Country Airlines,JetBlue Airways",4,195,7394,40,17151,24780,60278,64695,3669,1326,175292,45324
BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",2013/11,11,November,2013,923,2065,1996,0,631,"Alaska Airlines Inc.,Frontier Airlines Inc.,Delta Air Lines Inc.",3,209,6555,29,23186,29979,25967,65852,100502,382,194543,1840
ORD,"Chicago, IL: O'Hare International",2002/10,10,October,2002,1380,1279,2545,26,1,"United Air Lines Inc.,Sun Country Airlines,Spirit Airlines Inc.",3,183,7131,21,16121,23456,30606,33945,39250,1484,128489,23204
SFO,"San Francisco, CA: San Francisco International",2005/01,1,January,2005,1179,1794,1273,9,296,"American Airlines Inc.,Delta Air Lines Inc.,Allegiant Air",3,100,8124,12,5934,14170,67835,19167,76284,110,208701,45305
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",2010/05,5,May,2010,773,517,3175,15,781,"Frontier Airlines Inc.,Hawaiian Airlines Inc.,Alaska Airlines Inc.",3,283,4825,18,19963,25089,70219,25096,22070,101,119545,2059
ORD,"Chicago, IL: O'Hare International",2013/02,2,February,2013,1633,1066,2974,17,611,"Sun Country Airlines,Delta Air Lines Inc.,Alaska Airlines Inc.,United Air Lines Inc.,Hawaiian Airlines Inc.,Frontier Airlines Inc.,American Airlines Inc.",7,134,9649,46,15209,25038,22953,76709,97698,1722,201267,2185
SFO,"San Francisco, CA: San Francisco International",2010/11,11,November,2010,109,906,2617,5,104,"Spirit Airlines Inc.,JetBlue Airways,Hawaiian Airlines Inc.,American Airlines Inc.,Southwest Airlines Co.",5,265,3708,39,10938,14950,57252,11112,77451,1317,177308,30176
BOS,"Boston, MA: Logan International",2012/07,7,July,2012,1232,1584,2775,5,524,"JetBlue Airways,Frontier Airlines Inc.,United Air Lines Inc.,Delta Air Lines Inc.,Southwest Airlines Co.,Alaska Airlines Inc.,Spirit Airlines Inc.",7,43,9811,33,10746,20633,34825,84066,3300,906,127177,4080
SEA,"Seattle, WA: Seattle-Tacoma International",2007/04,4,April,2007,1210,582,1754,8,322,"Spirit Airlines Inc.,Alaska Airlines Inc.,Southwest Airlines Co.,JetBlue Airways,American Airlines Inc.",5,85,9368,0,24418,33871,57327,67352,13119,1817,140495,880
LAX,"Los Angeles, CA: Los Angeles International",2003/07,7,July,2003,1663,2187,1252,13,23,"Hawaiian Airlines Inc.,Allegiant Air,Sun Country Airlines",3,177,979,47,26036,27239,49402,41468,58553,1209,156170,5538
SFO,"San Francisco, CA: San Francisco International",2009/10,10,October,2009,535,1909,2354,29,658,"Sun Country Airlines,Frontier Airlines Inc.,Allegiant Air,Hawaiian Airlines Inc.,Spirit Airlines Inc.,Southwest Airlines Co.,United Air Lines Inc.",7,192,3635,48,12548,16423,70750,27297,112143,1416,242065,30459
SEA,"Seattle, WA: Seattle-Tacoma International",2012/08,8,August,2012,1776,743,2799,10,328,"Frontier Airlines Inc.,Hawaiian Airlines Inc.",2,15,3085,41,28257,31398,18776,47600,102597,1622,219789,49194
LAX,"Los Angeles, CA: Los Angeles International",2010/09,9,September,2010,881,654,3967,5,762,"Sun Country Airlines,United Air Lines Inc.,Alaska Airlines Inc.,JetBlue Airways,Spirit Airlines Inc.",5,45,8765,47,24069,32926,51643,13845,22094,1052,92304,3670
SFO,"San Francisco, CA: San Francisco International",2018/06,6,June,2018,526,2343,2136,3,495,"American Airlines Inc.,Frontier Airlines Inc.,Allegiant Air,Alaska Airlines Inc.,Spirit Airlines Inc.,Southwest Airlines Co.,Hawaiian Airlines Inc.",7,15,2365,5,27812,30197,56690,93190,81287,573,242269,10529
SFO,"San Francisco, CA: San Francisco International",2023/11,11,November,2023,400,1543,2712,19,682,"American Airlines Inc.,Sun Country Airlines",2,223,5844,4,28740,34811,27556,44402,82750,1424,173038,16906
BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",2006/09,9,September,2006,722,1419,1945,22,794,"American Airlines Inc.,Hawaiian Airlines Inc.,Allegiant Air,Frontier Airlines Inc.,Southwest Airlines Co.,Spirit Airlines Inc.,Alaska Airlines Inc.",7,25,5423,33,16243,21724,24284,68234,15989,725,127019,17787
JFK,"New York, NY: John F. Kennedy International",2012/05,5,May,2012,629,2281,2894,2,194,"Allegiant Air,Hawaiian Airlines Inc.,JetBlue Airways,Delta Air Lines Inc.,American Airlines Inc.",5,110,9485,9,18491,28095,56415,95096,95256,774,247660,119
JFK,"New York, NY: John F. Kennedy International",2008/09,9,September,2008,314,2393,3514,5,10,"American Airlines Inc.,Alaska Airlines Inc.,Frontier Airlines Inc.,Southwest Airlines Co.,Allegiant Air,Sun Country Airlines",6,105,1140,45,24073,25363,27442,58359,44682,286,131906,1137
DEN,"Denver, CO: Denver International",2024/01,1,January,2024,1460,2140,3291,24,72,"American Airlines Inc.,Sun Country Airlines,Alaska Airlines Inc.",3,242,1798,5,21611,23656,61725,81318,70154,639,251070,37234
JFK,"New York, NY: John F. Kennedy International",2017/07,7,July,2017,248,1257,1451,23,417,"Sun Country Airlines,United Air Lines Inc.,Allegiant Air",3,150,8620,49,7943,16762,41601,79546,98833,1025,242331,21326
JFK,"New York, NY: John F. Kennedy International",2020/02,2,February,2020,1544,2144,2904,20,672,"American Airlines Inc.,Sun Country Airlines,Frontier Airlines Inc.,Delta Air Lines Inc.,Spirit Airlines Inc.",5,93,7422,41,16918,24474,31640,56415,56776,1211,155808,9766
DEN,"Denver, CO: Denver International",2012/03,3,March,2012,611,552,3537,29,165,"Sun Country Airlines,United Air Lines Inc.",2,86,2302,14,6124,8526,40960,67427,71887,961,228917,47682
DEN,"Denver, CO: Denver International",2004/05,5,May,2004,1658,1833,1325,18,555,"Frontier Airlines Inc.,Southwest Airlines Co.,JetBlue Airways",3,29,3251,36,27113,30429,25249,7315,93204,318,164393,38307
DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",2001/01,1,January,2001,1493,1417,3787,4,110,"JetBlue Airways,Alaska Airlines Inc.,American Airlines Inc.",3,122,8926,12,21722,30782,43805,15746,27174,1813,117163,28625
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",2022/04,4,April,2022,367,1396,3806,2,797,"JetBlue Airways,Frontier Airlines Inc.",2,78,7907,17,24972,32974,71296,90845,15066,1100,224105,45798
ORD,"Chicago, IL: O'Hare International",2016/06,6,June,2016,694,1503,3805,19,666,"Frontier Airlines Inc.,United Air Lines Inc.,Alaska Airlines Inc.,Sun Country Airlines",4,29,4603,32,27078,31742,42977,35908,2443,1385,94019,11306
SFO,"San Francisco, CA: San Francisco International",2006/01,1,January,2006,265,903,659,23,408,"Allegiant Air,Sun Country Airlines,Spirit Airlines Inc.,Frontier Airlines Inc.",4,106,6223,40,10259,16628,10098,47966,46236,52,150726,46374
DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",2018/12,12,December,2018,1238,2053,884,4,166,"American Airlines Inc.,Allegiant Air,Frontier Airlines Inc.,Spirit Airlines Inc.,Southwest Airlines Co.",5,70,9363,5,23180,32618,19597,94098,38327,1490,157077,3565
SEA,"Seattle, WA: Seattle-Tacoma International",2000/04,4,April,2000,1921,548,1344,4,557,"Allegiant Air,Delta Air Lines Inc.,Hawaiian Airlines Inc.,American Airlines Inc.",4,87,5799,32,13545,19463,31108,73257,48121,1792,190222,35944
DEN,"Denver, CO: Denver International",2021/02,2,February,2021,1999,1929,936,13,306,"Delta Air Lines Inc.,Southwest Airlines Co.,Hawaiian Airlines Inc.",3,211,9345,48,29480,39084,60930,96644,4990,1339,205273,41370
DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",2022/05,5,May,2022,1977,518,3718,10,661,"American Airlines Inc.,Delta Air Lines Inc.,Hawaiian Airlines Inc.,Alaska Airlines Inc.,Spirit Airlines Inc.,United Air Lines Inc.,Allegiant Air",7,37,4538,8,12300,16883,15801,77593,61034,604,171412,16380
BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",2021/10,10,October,2021,1251,398,3732,7,722,"Delta Air Lines Inc.,Frontier Airlines Inc.,Hawaiian Airlines Inc.,Southwest Airlines Co.,United Air Lines Inc.,Alaska Airlines Inc.",6,143,8101,17,12325,20586,57300,22310,79866,1944,198715,37295
SFO,"San Francisco, CA: San Francisco International",2004/01,1,January,2004,514,1677,3482,8,248,"Frontier Airlines Inc.,Alaska Airlines Inc.,Southwest Airlines Co.,JetBlue Airways,Delta Air Lines Inc.",5,64,4164,33,24411,28672,64793,94815,50748,992,243176,31828
LAX,"Los Angeles, CA: Los Angeles International",2006/01,1,January,2006,912,2070,1324,9,685,"American Airlines Inc.,Sun Country Airlines,Delta Air Lines Inc.,Southwest Airlines Co.,United Air Lines Inc.,Frontier Airlines Inc.",6,98,6523,30,29341,35992,52170,85681,99502,997,241739,3389
SFO,"San Francisco, CA: San Francisco International",2014/12,12,December,2014,100,2179,2585,20,416,"Hawaiian Airlines Inc.,Spirit Airlines Inc.",2,134,1139,7,24962,26242,77665,45628,110753,514,269108,34548
LAX,"Los Angeles, CA: Los Angeles International",2004/06,6,June,2004,630,116,2086,6,278,"Allegiant Air,Frontier Airlines Inc.,Alaska Airlines Inc.",3,143,1712,41,16284,18180,69568,53111,34153,41,186465,29592
JFK,"New York, NY: John F. Kennedy International",2021/05,5,May,2021,1716,704,561,26,645,"Hawaiian Airlines Inc.,Frontier Airlines Inc.,Southwest Airlines Co.,JetBlue Airways,American Airlines Inc.,Delta Air Lines Inc.",6,123,7250,41,25675,33089,14057,55173,88431,1366,187685,28658
ORD,"Chicago, IL: O'Hare International",2023/10,10,October,2023,1066,377,1990,14,157,"Alaska Airlines Inc.,American Airlines Inc.,Sun Country Airlines,Spirit Airlines Inc.",4,131,6968,2,22119,29220,14359,65553,37311,656,156513,38634
SEA,"Seattle, WA: Seattle-Tacoma International",2004/08,8,August,2004,358,962,1052,6,537,"Allegiant Air,Frontier Airlines Inc.,Delta Air Lines Inc.,American Airlines Inc.",4,82,2779,37,23295,26193,65657,39637,20992,292,135144,8566
SEA,"Seattle, WA: Seattle-Tacoma International",2007/08,8,August,2007,329,570,2434,24,43,"Delta Air Lines Inc.,American Airlines Inc.",2,251,3114,27,12074,15466,66982,44674,37327,1786,153379,2610
DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",2002/12,12,December,2002,1064,2351,3656,15,192,"Frontier Airlines Inc.,United Air Lines Inc.,Spirit Airlines Inc.,American Airlines Inc.,Alaska Airlines Inc.,Sun Country Airlines,Southwest Airlines Co.",7,83,7023,19,29876,37001,13556,39036,115933,348,194419,25546
JFK,"New York, NY: John F. Kennedy International",2011/12,12,December,2011,1665,436,2617,23,576,"Frontier Airlines Inc.,Sun Country Airlines,JetBlue Airways,Hawaiian Airlines Inc.,American Airlines Inc.,Spirit Airlines Inc.",6,251,4929,31,14246,19457,77844,9624,13517,76,126215,25154
DEN,"Denver, CO: Denver International",2013/06,6,June,2013,1840,733,2561,11,431,"JetBlue Airways,Southwest Airlines Co.,Hawaiian Airlines Inc.,Spirit Airlines Inc.,United Air Lines Inc.",5,177,6351,30,12292,18850,55162,52199,65572,487,194925,21505
DEN,"Denver, CO: Denver International",2020/03,3,March,2020,1826,568,355,15,780,"American Airlines Inc.,Allegiant Air,Southwest Airlines Co.",3,230,8519,7,21433,30189,30415,40523,109310,246,192352,11858
BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",2002/03,3,March,2002,1598,1875,214,27,51,"American Airlines Inc.,United Air Lines Inc.",2,269,5669,31,28812,34781,55979,99849,58459,1066,245514,30161
DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",2010/02,2,February,2010,1721,2207,1173,20,71,"United Air Lines Inc.,Spirit Airlines Inc.,Sun Country Airlines,American Airlines Inc.,Frontier Airlines Inc.",5,177,4894,16,20058,25145,78372,94160,109470,1782,293787,10003
SFO,"San Francisco, CA: San Francisco International",2016/01,1,January,2016,1701,1044,2302,8,206,"Hawaiian Airlines Inc.,United Air Lines Inc.,Alaska Airlines Inc.,Delta Air Lines Inc.",4,123,1164,36,25366,26689,44637,45791,96688,412,217213,29685
SEA,"Seattle, WA: Seattle-Tacoma International",2004/09,9,September,2004,850,1130,1740,1,367,"Spirit Airlines Inc.,Hawaiian Airlines Inc.,Sun Country Airlines",3,129,4208,10,18681,23028,36325,63974,39619,1580,185443,43945
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",2012/05,5,May,2012,500,2040,1983,3,323,"United Air Lines Inc.,Frontier Airlines Inc.,Sun Country Airlines,Alaska Airlines Inc.,Hawaiian Airlines Inc.",5,27,6923,45,22069,29064,9711,77430,33551,189,129396,8515
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",2002/09,9,September,2002,174,2216,1906,30,371,"United Air Lines Inc.,Hawaiian Airlines Inc.,Sun Country Airlines",3,266,8154,46,26791,35257,3983,57202,26033,998,96521,8305
SEA,"Seattle, WA: Seattle-Tacoma International",2010/06,6,June,2010,1820,888,3821,21,213,"Frontier Airlines Inc.,Hawaiian Airlines Inc.",2,42,5509,30,27707,33288,50180,70575,81662,473,212366,9476
ORD,"Chicago, IL: O'Hare International",2020/07,7,July,2020,581,617,2923,26,352,"Southwest Airlines Co.,Delta Air Lines Inc.,Spirit Airlines Inc.,Alaska Airlines Inc.,Allegiant Air",5,296,9574,37,21668,31575,3084,81061,94219,1876,201244,21004
SFO,"San Francisco, CA: San Francisco International",2001/01,1,January,2001,1754,1735,2779,29,66,"Spirit Airlines Inc.,Hawaiian Airlines Inc.,Sun Country Airlines,American Airlines Inc.,Delta Air Lines Inc.",5,180,608,5,10027,10820,59264,7864,93790,795,198278,36565
DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",2015/05,5,May,2015,438,2143,3975,17,28,"American Airlines Inc.,Hawaiian Airlines Inc.,Allegiant Air,Frontier Airlines Inc.,JetBlue Airways,Alaska Airlines Inc.",6,207,1836,6,28250,30299,53142,47468,115453,1538,267097,49496
BOS,"Boston, MA: Logan International",2010/05,5,May,2010,698,1065,2267,30,433,"Southwest Airlines Co.,United Air Lines Inc.,Frontier Airlines Inc.",3,17,1660,0,29350,31027,43476,48618,109588,294,212478,10502
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",2000/08,8,August,2000,376,2414,3570,15,609,"JetBlue Airways,American Airlines Inc.,Southwest Airlines Co.,Spirit Airlines Inc.,Sun Country Airlines,Alaska Airlines Inc.,Frontier Airlines Inc.",7,118,3416,49,22984,26567,18524,44665,73901,1489,167352,28773
JFK,"New York, NY: John F. Kennedy International",2014/05,5,May,2014,1273,1019,1756,5,38,"American Airlines Inc.,JetBlue Airways,Southwest Airlines Co.,United Air Lines Inc.,Sun Country Airlines,Hawaiian Airlines Inc.",6,184,4544,11,22939,27678,63401,56944,17712,9,175182,37116
BOS,"Boston, MA: Logan International",2007/02,2,February,2007,412,1199,3420,20,534,"Frontier Airlines Inc.,Spirit Airlines Inc.,Sun Country Airlines,JetBlue Airways",4,240,3215,22,17408,20885,40386,53550,12909,1832,139371,30694
SEA,"Seattle, WA: Seattle-Tacoma International",2019/05,5,May,2019,819,1362,108,1,296,"Frontier Airlines Inc.,Sun Country Airlines",2,292,8172,14,22636,31114,20439,30835,1371,845,64094,10604
SFO,"San Francisco, CA: San Francisco International",2015/02,2,February,2015,1841,1012,3233,16,355,"Alaska Airlines Inc.,United Air Lines Inc.",2,289,9533,30,29436,39288,43514,7044,17031,1597,109598,40412
BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",2001/09,9,September,2001,165,311,1826,26,69,"Hawaiian Airlines Inc.,United Air Lines Inc.",2,49,3348,24,29810,33231,20191,98129,21987,1289,186379,44783
BOS,"Boston, MA: Logan International",2021/04,4,April,2021,1897,812,669,15,661,"Sun Country Airlines,Frontier Airlines Inc.,Hawaiian Airlines Inc.",3,114,1148,18,10422,11702,79040,34138,92170,404,225802,20050
DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",2004/10,10,October,2004,1649,1379,74,11,58,"Delta Air Lines Inc.,United Air Lines Inc.,Spirit Airlines Inc.",3,185,6950,47,8648,15830,37206,54444,25916,1925,133088,13597
JFK,"New York, NY: John F. Kennedy International",2022/07,7,July,2022,1786,2302,3169,5,166,"Southwest Airlines Co.,Allegiant Air,Hawaiian Airlines Inc.,JetBlue Airways",4,144,1887,37,23619,25687,17365,84049,91889,1970,210259,14986
SEA,"Seattle, WA: Seattle-Tacoma International",2004/06,6,June,2004,175,653,2350,6,549,"JetBlue Airways,Delta Air Lines Inc.,American Airlines Inc.",3,123,7331,25,28031,35510,55252,7355,66892,570,171810,41741
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",2002/06,6,June,2002,445,766,891,18,66,"Frontier Airlines Inc.,American Airlines Inc.,Hawaiian Airlines Inc.,Southwest Airlines Co.,Sun Country Airlines",5,132,2104,3,25633,27872,24079,4719,105289,1781,164954,29086
BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",2015/05,5,May,2015,658,1988,2368,26,287,"United Air Lines Inc.,Spirit Airlines Inc.",2,56,5667,23,25072,30818,8591,67012,48052,188,158070,34227
DEN,"Denver, CO: Denver International",2015/10,10,October,2015,565,1369,219,19,459,"Alaska Airlines Inc.,Spirit Airlines Inc.,Frontier Airlines Inc.",3,145,2899,37,14383,17464,65781,76963,77564,1941,242125,19876
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",2016/03,3,March,2016,1620,995,696,7,618,"JetBlue Airways,United Air Lines Inc.,Sun Country Airlines,American Airlines Inc.",4,111,4457,30,22445,27043,74214,46519,1702,1675,161903,37793
DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",2003/11,11,November,2003,468,297,2156,6,486,"Sun Country Airlines,Allegiant Air",2,124,3599,22,14826,18571,16383,37011,82657,1402,159499,22046
SEA,"Seattle, WA: Seattle-Tacoma International",2020/10,10,October,2020,1892,551,3302,13,721,"Delta Air Lines Inc.,American Airlines Inc.,JetBlue Airways,United Air Lines Inc.,Spirit Airlines Inc.,Frontier Airlines Inc.",6,157,5751,27,27035,32970,43943,13777,88519,719,192435,45477
SFO,"San Francisco, CA: San Francisco International",2014/12,12,December,2014,974,2297,1876,9,94,"Southwest Airlines Co.,Alaska Airlines Inc.,Delta Air Lines Inc.,Hawaiian Airlines Inc.",4,91,8820,36,13746,22693,11193,72269,61165,1190,182041,36224
LAX,"Los Angeles, CA: Los Angeles International",2009/07,7,July,2009,1737,2093,3380,26,295,"Spirit Airlines Inc.,Alaska Airlines Inc.",2,266,9186,43,5030,14525,33492,20895,115021,528,183140,13204
JFK,"New York, NY: John F. Kennedy International",2018/04,4,April,2018,1263,2368,935,18,309,"Spirit Airlines Inc.,United Air Lines Inc.,American Airlines Inc.,Allegiant Air,Southwest Airlines Co.",5,228,9795,29,20198,30250,8066,25453,100293,131,160923,26980
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",2007/12,12,December,2007,1305,1687,1604,26,685,"Alaska Airlines Inc.,United Air Lines Inc.,Frontier Airlines Inc.,American Airlines Inc.,Hawaiian Airlines Inc.,Spirit Airlines Inc.",6,210,7010,22,17759,25001,59918,39686,19596,810,150496,30486
LAX,"Los Angeles, CA: Los Angeles International",2007/06,6,June,2007,1508,536,2677,27,693,"JetBlue Airways,Alaska Airlines Inc.,Frontier Airlines Inc.",3,250,5240,22,25732,31244,63641,26113,64500,1473,180936,25209
JFK,"New York, NY: John F. Kennedy International",2000/09,9,September,2000,322,1716,1567,28,800,"Delta Air Lines Inc.,Southwest Airlines Co.,Frontier Airlines Inc.",3,82,4038,38,18497,22655,69462,63179,12417,907,187154,41189
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",2006/09,9,September,2006,497,1659,969,28,685,"Southwest Airlines Co.,Spirit Airlines Inc.",2,281,4102,26,26064,30473,30028,52003,100420,1945,211357,26961
DEN,"Denver, CO: Denver International",2013/01,1,January,2013,991,2381,2861,26,484,"JetBlue Airways,Alaska Airlines Inc.,Southwest Airlines Co.,Frontier Airlines Inc.,Hawaiian Airlines Inc.",5,43,8392,7,24426,32868,21559,49087,66880,403,183879,45950
